Artista,Cancion,Palabra,Contexto
Antonio Aguilar,Muerte En El Coleadero,muerte,... su propio caballo la muerte vino a encontrar ya ...
Antonio Aguilar,El Caballo Gavilan,caballo,... el caballo gavilan antonio aguilar en ...
Antonio Aguilar,El Caballo Gavilan,caballo,... el gavilan era un caballo de muy buena alzada ...
Antonio Aguilar,El Caballo Gavilan,caballo,... en la huacana la caballo lucero en ese uruapan ...
Antonio Aguilar,El Caballo Gavilan,muerte,... piedad lo esperaba la muerte el plomo cruel de ...
Antonio Aguilar,El Caballo Gavilan,caballo,... cuando se muere un caballo se va un pedaso ...
Antonio Aguilar,El Caballo Gavilan,hombres,... corazon ay ja los hombres de a caballo lo ...
Antonio Aguilar,El Caballo Gavilan,caballo,... los hombres de a caballo lo entienden y los ...
Antonio Aguilar,El Caballo Gavilan,caballo,... carrera cuando entrando mi caballo al carril se desato ...
Antonio Aguilar,El Caballo Gavilan,gente,... entre las balas la gente corria hubo 10 muertos ...
Antonio Aguilar,Mi Caballo El Caudillo,corrido,... ay les va el corrido del caballo el caudillo ...
Antonio Aguilar,Mi Caballo El Caudillo,caballo,... va el corrido del caballo el caudillo fuimonos nació ...
Antonio Aguilar,Mi Caballo El Caudillo,caballo,... fina y de un caballo lijero y yo le ...
Antonio Aguilar,Mi Caballo El Caudillo,caballo,... sones siempre baila mi caballo mientras canto mis canciones ...
Antonio Aguilar,Mi Caballo El Caudillo,gallo,... canciones apostando al mejor gallo ay pelaos les están ...
Antonio Aguilar,Mi Caballo El Caudillo,caballo,... 2 pelaos de a caballo y de a pie ...
Antonio Aguilar,Mi Caballo El Caudillo,caballo,... sones siempre baila mi caballo mientras canto mis canciones ...
Antonio Aguilar,Mi Caballo El Caudillo,gallo,... canciones apostando al mejor gallo ...
Antonio Aguilar,Domingo Corrales,caballo,... domingo corrales montando a caballo miraba sus propiedades era ...
Antonio Aguilar,Domingo Corrales,dinero,... hombre ranchero de mucho dinero de aquellos hombres cabanes ...
Antonio Aguilar,Domingo Corrales,hombres,... mucho dinero de aquellos hombres cabanes tenía cinco establos ...
Antonio Aguilar,Domingo Corrales,caballo,... eso temprano pasiaba a caballo perdiéndose en sus terrenos ...
Antonio Aguilar,Domingo Corrales,mujeres,... sus terrenos pero las mujeres fueron su desgracia quién ...
Antonio Aguilar,Domingo Corrales,caballo,... se celebraban rayando el caballo frente de la plaza ...
Antonio Aguilar,Domingo Corrales,frente,... celebraban rayando el caballo frente de la plaza la ...
Antonio Aguilar,Domingo Corrales,plaza,... caballo frente de la plaza la gente se amontonaba ...
Antonio Aguilar,Domingo Corrales,gente,... de la plaza la gente se amontonaba la reina ...
Antonio Aguilar,Domingo Corrales,pistola,... y supo robarla con pistola en mano en ancas ...
Antonio Aguilar,Domingo Corrales,caballo,... en ancas de su caballo pero en un barranco ...
Antonio Aguilar,Domingo Corrales,caballo,... mataron con todo y caballo ...
Antonio Aguilar,Rosendo Cruz (El Lobo),caballo,... un hombre en su caballo trae una pena en ...
Antonio Aguilar,Rosendo Cruz (El Lobo),gente,... y su hombría la gente le llama el lobo ...
Antonio Aguilar,Rosendo Cruz (El Lobo),muerte,... llama el lobo la muerte su compañía siempre pelea ...
Antonio Aguilar,Rosendo Cruz (El Lobo),frente,... su compañía siempre pelea frente a frente nunca traiciona ...
Antonio Aguilar,Rosendo Cruz (El Lobo),frente,... siempre pelea frente a frente nunca traiciona a matar ...
Antonio Aguilar,Rosendo Cruz (El Lobo),matar,... frente nunca traiciona a matar juega con honra la ...
Antonio Aguilar,Rosendo Cruz (El Lobo),caballo,... su rifle y su caballo anda confiado en su ...
Antonio Aguilar,Rosendo Cruz (El Lobo),muerte,... un día encontrará la muerte su nombre rosendo cruz ...
Antonio Aguilar,Rosendo Cruz (El Lobo),gente,... y su hombría la gente le llama el lobo ...
Antonio Aguilar,Rosendo Cruz (El Lobo),muerte,... llama el lobo la muerte su compañía ...
Antonio Aguilar,El Rey Del Corral,caballo,... morir todo menos mi caballo mi mujer y mi ...
Antonio Aguilar,El Rey Del Corral,pistola,... mi mujer y mi pistola cuando me estaba apuntando ...
Antonio Aguilar,El Rey Del Corral,muerte,... vez del gatillo dandole muerte instantanea al retinto consentido ...
Antonio Aguilar,El Rey Del Corral,corrido,... por eso canto el corrido del que era el ...
Antonio Aguilar,Luis Pulido,corrido,... les traigo el nuevo corrido por andar haciendo señas ...
Antonio Aguilar,Luis Pulido,tira,... mi esposa pulido se tira un grito que se ...
Antonio Aguilar,Luis Pulido,balazos,... pedro se agarraron a balazos se dieron a quemarropa ...
Antonio Aguilar,Luis Pulido,muerto,... a quemarropa cayo bien muerto pulido y hecho sangre ...
Antonio Aguilar,Luis Pulido,perdió,... y le toca pulido perdió la vida antonio ganó ...
Antonio Aguilar,La Yegua Bikina,dinero,... como le han dado dinero las patas de su ...
Antonio Aguilar,La Yegua Bikina,mujeres,... su alazana ay señores mujeres hermosas y yeguas bonitas ...
Antonio Aguilar,El Campeon,caballo,... me dieron por mi caballo creia que habia robado ...
Antonio Aguilar,El Campeon,perdio,... ahi queria perder cuando perdio se escucharon insultos con ...
Antonio Aguilar,El Campeon,caballo,... escucharon insultos con el caballo su dueño grito enojado ...
Antonio Aguilar,El Campeon,caballo,... y muy feliz mi caballo de vez en cuando ...
Antonio Aguilar,El Campeon,caballo,... volvio a correr mi caballo y fue de nuevo ...
Grupo Montéz De Durango,Las Mulas De Garame,caballo,... si me prestas tu caballo vamos a ver si ...
Grupo Montéz De Durango,Las Mulas De Garame,gallo,... o les hace falta gallo pa los trompos son ...
Grupo Montéz De Durango,Las Mulas De Garame,dinero,... alturas no enamores con dinero por que compras amarguras ...
Grupo Montéz De Durango,Las Mulas De Garame,caballo,... pidas te acompañe mi caballo no hace ronda con ...
Grupo Montéz De Durango,Las Mulas De Garame,caballo,... alforjas y ensillame mi caballo por que me voy ...
Grupo Montéz De Durango,Las Mulas De Garame,caballo,... pidas te acompañe mi caballo no hace ronda con ...
Grupo Montéz De Durango,Las Mulas De Garame,caballo,... pidas te acompañe mi caballo no hace ronda con ...
Vicente Fernández,La Tragedia Del Vaquero,caballo,... aquel vaquero desensilló su caballo y se quitó su ...
Vicente Fernández,La Tragedia Del Vaquero,muerte,... que él quería la muerte andaba rondando y nadie ...
Vicente Fernández,La Tragedia Del Vaquero,muerto,... disparo estaba el vaquero muerto ...
Grupo Marrano,7 Pulgadas,dolar,... muy caro dame 10 dolar cabron mas rápido que ...
Grupo Marrano,7 Pulgadas,dinero,... y te dejo este dinero hay te cojere mañana ...
Grupo Marrano,7 Pulgadas,dinero,... yo paque quiero el dinero esto lo ago por ...
Grupo Marrano,7 Pulgadas,carga,... mamadas o aqui te carga la verga hijo de ...
Grupo Marrano,7 Pulgadas,hombres,... que dos muchachos tan hombres putos se hicieron valer ...
Grupo Marrano,7 Pulgadas (Intro),dolar,... muy caro dame 10 dolar cabron mas rápido que ...
Grupo Marrano,7 Pulgadas (Intro),dinero,... y te dejo este dinero hay te cojere mañana ...
Grupo Marrano,7 Pulgadas (Intro),dinero,... yo paque quiero el dinero esto lo ago por ...
Grupo Marrano,7 Pulgadas (Intro),carga,... mamadas o aqui te carga la verga hijo de ...
Grupo Marrano,7 Pulgadas (Intro),hombres,... que dos muchachos tan hombres putos se hicieron valer ...
Grupo Exterminador,Con Los Huevos En Las Manos,perico,... chueco para salir de perico cuando vine a california ...
Grupo Exterminador,Con Los Huevos En Las Manos,dinero,... con mucha hambre de dinero anduve de lava platos ...
Grupo Exterminador,Con Los Huevos En Las Manos,diablo,... con mis fritangas del diablo como disfrutan los güeros ...
Grupo Exterminador,Con Los Huevos En Las Manos,cuerno,... gallina ahí tengo un cuerno de chivo pa ver ...
Grupo Exterminador,Con Los Huevos En Las Manos,gallo,... chivo pa ver que gallo se anima soy traficante ...
Grupo Exterminador,Con Los Huevos En Las Manos,gente,... así me vio mucha gente pero las cosas cambiaron ...
Grupo Exterminador,Con Los Huevos En Las Manos,billetes,... ahora que me ven billetes nunca faltan los barberos ...
Grupo Exterminador,Tu Picahielo,muerto,... propia boca se han muerto muchos pescados dile que ...
Grupo Exterminador,Tu Picahielo,compa,... presumiendo que traes un compa pesudo vergüenza debía de ...
Grupo Exterminador,Tu Picahielo,compa,... a ver si el compa se anima yo creo ...
Vicente Fernández,México Lindo Y Querido,tierra,... su alegria a mi tierra mexicana yo le canto ...
Vicente Fernández,México Lindo Y Querido,sierra,... me entierren en la sierra al pie de los ...
Vicente Fernández,México Lindo Y Querido,tierra,... que me cubra ésta tierra que es cuna de ...
Vicente Fernández,México Lindo Y Querido,hombres,... que es cuna de hombres cabales voz de la ...
Vicente Fernández,México Lindo Y Querido,tierra,... su alegría a mi tierra mexicana méxico lindo y ...
Vicente Fernández,El Tahúr,perdió,... a jugar pero raúl perdió todo ya no tenía ...
Vicente Fernández,El Tahúr,cuatro,... decidió aceptar le destaparon cuatro ases se sintió raúl ...
Vicente Fernández,El Tahúr,cuatro,... a sufrir raúl tenía cuatro reyes no había ni ...
Vicente Fernández,El Tahúr,pistola,... rival sacó también su pistola y mató a don ...
Vicente Fernández,Corrido De Juan Armenta,corrido,... voy a cantarles un corrido a los presentes que ...
Vicente Fernández,Corrido De Juan Armenta,miedo,... ser honrada no tiene miedo ni al puñal ni ...
Vicente Fernández,Corrido De Juan Armenta,balazos,... puñal ni a los balazos a su cuñado se ...
Vicente Fernández,Corrido De Juan Armenta,muerte,... hijo bastardo planeo su muerte para ya no ser ...
Vicente Fernández,Corrido De Juan Armenta,tierra,... para reunirse con la tierra y aquí termino de ...
Vicente Fernández,Corrido De Juan Armenta,corrido,... termino de cantar este corrido que llevo siempre por ...
Los Huracanes Del Norte,El Hombre De Negro,plaza,... occidente para ser exacto plaza los mariachis un hombre ...
Los Huracanes Del Norte,El Hombre De Negro,carro,... se bajó de un carro quería que a su ...
Los Huracanes Del Norte,El Hombre De Negro,tierra,... comienzan un puño de tierra cuando se termine le ...
Los Huracanes Del Norte,El Hombre De Negro,muerto,... contratarlos había sido el muerto todos asustados por lo ...
Los Huracanes Del Norte,El Mocho Chavez,compa,... un saludo a mi compa lio hay le va ...
Los Huracanes Del Norte,El Mocho Chavez,corrido,... hay le va su corrido un gallero ya murio ...
Los Huracanes Del Norte,El Mocho Chavez,gallo,... ya murio y un gallo como llorando se amanece ...
Los Huracanes Del Norte,El Mocho Chavez,diablo,... toda aquella gallera el diablo fue el consentido asi ...
Los Huracanes Del Norte,El Mocho Chavez,billetes,... y nogales levanto muchos billetes en un palenque de ...
Los Huracanes Del Norte,El Mocho Chavez,diablo,... al mocho chavez tu diablo vengo a matar ponle ...
Los Huracanes Del Norte,El Mocho Chavez,matar,... tu diablo vengo a matar ponle un millón de ...
Los Huracanes Del Norte,El Mocho Chavez,dinero,... a echar habladas el dinero no es problema lo ...
Los Huracanes Del Norte,El Mocho Chavez,barrio,... un palenque en el barrio de las glorias como ...
Los Huracanes Del Norte,El Mocho Chavez,diablo,... las glorias como el diablo le gano salieron muy ...
Los Huracanes Del Norte,El Mocho Chavez,mal,... le gano salieron muy mal las cosas el mocho ...
Los Huracanes Del Norte,El Mocho Chavez,tiros,... chavez cayo con diez tiros de pistola el gringo ...
Los Huracanes Del Norte,El Mocho Chavez,pistola,... con diez tiros de pistola el gringo no se ...
Los Huracanes Del Norte,El Mocho Chavez,gallo,... se cuido y aquel gallo y su navaja de ...
Los Tigres Del Norte,La Bronco Negra,carga,... y muy linda hembra carga siempre un r15 y ...
Los Tigres Del Norte,La Bronco Negra,r15,... hembra carga siempre un r15 y pa usarlo no ...
Los Tigres Del Norte,La Bronco Negra,carga,... y muy linda hembra carga siempre un r15 y ...
Los Tigres Del Norte,La Bronco Negra,r15,... hembra carga siempre un r15 y pa usarlo no ...
Los Tigres Del Norte,Los Tres Gallos ,hombres,... les gustaba pasear eran hombres del momento no les ...
Los Tigres Del Norte,Los Tres Gallos ,muerte,... la tarde le dieron muerte a abelardo después le ...
Los Tigres Del Norte,Los Tres Gallos ,gallo,... aquí el corita otro gallo nos cantara cómo la ...
Los Tigres Del Norte,Los Tres Gallos ,corrido,... finos les dedico este corrido que vivieron a su ...
Los Invasores De Nuevo Leon,Laurita Garza,muerte,... estaba armada y su muerte muy cerquita de la ...
Los Invasores De Nuevo Leon,Laurita Garza,tiros,... ella le dio 6 tiros luego se mató laurita ...
Chalino Sánchez,Por Una Rencilla Vieja ,balazos,... vieja se agarraron a balazos las nietas de camarena ...
Chalino Sánchez,Por Una Rencilla Vieja ,gobierno,... era el brazo del gobierno cuando la guerra acabó ...
Chalino Sánchez,Por Una Rencilla Vieja ,mujeres,... murió el hombre sin mujeres así pasaron los años ...
Chalino Sánchez,Por Una Rencilla Vieja ,frente,... nietas dos contra dos frente a frente pelearon en ...
Chalino Sánchez,Por Una Rencilla Vieja ,frente,... contra dos frente a frente pelearon en una fiesta ...
Chalino Sánchez,Por Una Rencilla Vieja ,muerte,... dieron cita a la muerte recordando a los abuelos ...
Brazeros Musical de Durango,La Abeja Miope,sierra,... pela o arriba la sierra primo y puro brazeros ...
Brazeros Musical de Durango,La Abeja Miope,compa,... y puro brazeros musical compa y arriba las mujeres ...
Brazeros Musical de Durango,La Abeja Miope,mujeres,... compa y arriba las mujeres oiga de ladito acostada ...
Ojos de Brujo,El Confort No Reconforta,calle,... todos los males ruidosa calle esta es mi jerga ...
Ojos de Brujo,El Confort No Reconforta,real,... sigas echando cuentas peseta real durillo y más leyendas ...
Ojos de Brujo,El Confort No Reconforta,calle,... ambiente envolvente desde la calle para la gente vente ...
Ojos de Brujo,El Confort No Reconforta,gente,... la calle para la gente vente vente aqui quien ...
Ojos de Brujo,El Confort No Reconforta,frente,... poner la mirada de frente hacia un camino diferente ...
Ojos de Brujo,El Confort No Reconforta,gente,... hacia un camino diferente gente el confort no reconforta ...
Ojos de Brujo,Piedras Vs. Tanques,gente,... la fuerza de mi gente pajarillos en libertá somos ...
Ojos de Brujo,Piedras Vs. Tanques,polvo,... pajarillos en libertá somos polvo somos nada ay que ...
Ojos de Brujo,Piedras Vs. Tanques,carro,... dignidad pa parar un carro pajarillos en libertá semos ...
Ojos de Brujo,Piedras Vs. Tanques,polvo,... pajarillos en libertá semos polvo semos nada ay que ...
Ojos de Brujo,Piedras Vs. Tanques,frente,... quiere batallar más al frente mande a sus hijos ...
Ojos de Brujo,Piedras Vs. Tanques,gente,... las voces de mi gente echando el resto sanando ...
Ojos de Brujo,Piedras Vs. Tanques,polvo,... pajarillos en libertá semos polvo semos nada ay que ...
Vico C,Explosión,dinero,... y confundido hum pidiendo dinero por cada esquina yo ...
Vico C,Explosión,jefe,... la misión si tu jefe te da un arma ...
Vico C,Explosión,muerte,... ya no queremos ninguna muerte por la venta de ...
Vico C,Explosión,matar,... te crio eso de matar a la gente ella ...
Vico C,Explosión,gente,... de matar a la gente ella no te enseñó ...
