artist,album,year,song,lyrics,es_narco_fuerte,subgenero_ia,conteo_narco,decada
Beto Quintanilla,El Mero Leon del Corrido,2000,Omar Gonzalez,"Frontera Tamaulipeca mi Matamoros querido
Ya se escucha entre la gente este alegré corrido
Para hablar de Omar González como amigo del amigo

La envidia siempre a existido pues no es cosa del momento
La impotencia del cobarde es perverso sentimiento
No poder ser como tu los hace hablar sin respeto

El señor Omar González es un amigo sincero
Tiene amistades muy pobres y otras con mucho dinero
No lo hace cambiar un chisme porque tiene un gran criterio

Le han achacado mil cosas que nunca le han comprobado
Los que le tienen envidia la suerte le han regalado
Entre mas le achacan cosas la vida lo ha prosperado

El padre de Omar González no lo escribo en la libreta
Su nombre quedo grabado en las cuatro camionetas
Para sacar a Roberto no ocupo su metralleta

Siempre recuerda a su padre que lo enseño a trabajar
También era muy alegre amigo y padre de Omar
Se despide este corrido con música regional.",True,0,4,2000
Exterminador,Los Corridos Más Torones,2000,Las Pompis De Mi Güera,"No tenían clara ni yema
Porque estaban rellenados
De polvo blanco y de negra
Eso sí, bien preparados
Contrabando en los huevos, huh, what's next?
¿Por dónde lo van a pasar ahora? ¿En las nalgas?
Estos mexicanos estar cabrones
Hey, Billen, hablando de nalguitas, ahí venir la güera otra vez
Cuál güera, ¿Bush?
La de las caderas grandes
¿'Onde? ¿'Onde?
Allí, allí, allí
Hey, güera, si me muero ¿quién te encuera? Wuh-huh

Ya se hizo de burras Pancha
Con la ayuda de mi güera
Engañando a los agentes
Empleados de la frontera
Si hay cerebro, no lo duden
Cualquier negocio prospera

Empecé a quemar cerebro
Para ver cómo le hacía
Me di cuenta que mi güera
La facilidad tenía
De cruzar mi contrabando
Y yo no me arriesgaría

Por atrás y por delante
Mi güereja está muy lisa
Pero yo arreglé el problema
Comprándole unas postizas
Ya pensando en que las pompis
Me darían la billetiza

Cuando cruzaba la línea
Nadie se lo imaginaba
Que las pompis de mi güera
Las traía bien rellenadas
Con polvito de la fina
Sin problemas se cruzaba

Con un kilo en cada pompi
Diario pasaba mi güera
Los emigrantes gozaban
Al mirarle sus caderas
Diez cuadritos por semana
Cruzaba por la frontera

Sepan que de grano en grano
Llena la gallina el pico
Al paso de dos, tres años
Trabajando me hice rico
Cuando yo era muy honrado
Siempre andaba de perico

Yo le traspaso las pompis
Al que quiera trabajarlas
Ahora que ya me retiro
Ya la güera no va a usarlas
Quien quiera ganar dinero
Tiene que saber menearlas

Bueno, aquí ya me retiro
Pues ya tengo lo que quiero
Voy a cerrar el changarro
Ya me dio mucho dinero
Ahí les dejo el caminito
Para que toreen los güeros",True,9,4,2000
Banda Machos,Casimira,2000,Pacas De A Kilo,"Me gusta andar por la sierra
Me crie entre los matorrales
Y yo aprendí hacer las cuentas
Nomás contando costales

Me gusta burlar las redes
Que tienden los federales

Muy pegadito a la sierra
Tengo un rancho ganadero

Ganado sin garrapatas
Que llevo pa' el extranjero
Que chulas se ven mis vacas
Con colitas de borrego

Los amigos de mi padre
Me admiran y me respetan
En cuatro y trecientos metros
Levanto las avionetas
De diferentes calibres
Manejo las metralletas

""El brujo"" a mi me acompaña
Porque ha sido un gran amigo
Maestro en la pista chica
Además muy precavido
Él sabe que en esta chamba
No es bueno volar dormido

Por el negocio que tengo
Donde quiera me paseo
No me gusta me presuman
Tampoco me miren feo

Me gusta que me platiquen
Pero no todo les creo

Por ahi andan platicando
Que un dia me van a agarrar
No me asustan las culebras
Yo se perder y ganar
Ahi traigo un cuerno de chivo
Para el que le quiera entrar

Los pinos me dan la sombra
Mi rancho pacas de a kilo

Soy mediano de estatura
""El Poro"" para mis amigos
Perdonen que no acostumbro
Decirles mis apellidos

Adiós tierras de Coahuila
De Sinaloa y de Durango
De Sonora y Tamaulipas
Chihuahua te estás quedando
Si me quieren conocer
Por Jalisco ando paseando",True,0,4,2000
Los Tigres Del Norte,De Paisano A Paisano,2000,El Aguilillo,"Donde me la pinten brinco
Y en cualquier mecate tiendo
Y no se pongan al brinco
Tampoco la hagan de pleito
Me atengo a mis pantalones
No me atengo a los ajenos

A la buena soy amigo
Me gusta jalar parejo
Ya lo dije, soy amigo
Más de nadie soy conejo
Me cuentearan como a todos
Pero cuando van, yo vengo

El que se junta conmigo
Ni en su casa lo regañan
A mí no me espanta el sueño
Mucho menos la calaca
Y al que no le guste el guste
Que monte en pelo y se vaya

Amigos son muy poquitos
Por eso muy pocos tengo
Y no es porque sea orgulloso
Sé bien a lo que me atengo
Muchos te buscan la cara
Sólo cuando traes dinero

No acostumbro a dar mi nombre
Tampoco mis apellidos
La gente que me conoce
Me apodan ""El Aguilillo""
Porque mato a las culebras
Que cruzan por mi camino

El día, que yo me muera
Que suenen las metralletas
Que sepan que ha muerto el gallo
Que cantaba donde quiera
Y en vez de que se oiga llanto
Que se oiga la balacera",True,0,4,2000
Los Cadetes De Linares,Corrido a Jesus Malverde,2000,Las Tacuachadas,"Se vinieron los caballos
Casi venían volando
Pero al llegar al cabresto
El Pinto se abrió pa' un lado
Atropellando a la gente
Porque venía desbocado

Decía Fidencio Gutiérrez
Que vuelvan al partidero
Para empezar la carrera
Pues no estábamos de acuerdo
Porque ya el Mocho Navarro
Quiere cobrar su dinero

Esto no es legal, pero era el acuerdo
Pero es que se abrió muy cerca el cabresto
Comprenda compadre, usted sabe de esto
Yo fui el que gané
Hay que ser honesto

Se hicieron, ay, de palabras
Se dieron de garnatadas
El grado del compa Hidalgo
Por todo el traste ranaba
Los varejones de mimbre
Por el aire hasta chiflaban

Decía el Toro de Mil Cares
Al pedirle que opinara
Es triste que dos compadres
Por la carrera pelearan
Así son las tapachadas
Siempre desorganizadas

Ahora dos compadres no se pueden ver
Se odian a muerte y sin comprender
En las tapachadas o carreras grandes
Si sabes ganar
Hay que saber perder",True,12,4,2000
7 Notas 7 Colores,"Hecho, Es Simple",2000,"Hecho, Es Simple","Pero ¿Qué quieres? ¿quién cojones eres tú? ¡Mucho Muchacho!

Dive Divosso,
Está en tu cara mamón, en el barrio volamos alto, ya te digo
Cerebros corroídos por las circunstancias, te damos en La Madre
Cabrones con más... y todos esos rollos

¿Conoces algo sobre mis trucos? ¿Sobre mis métodos?
No, bien no importa de todos modos
Es muy fácil de ver
Es fácil de comprender cuando tengo los micrófonos
Mira... Es Simple
Rimas sobre ritmos así como si estuviera hablando
Pero diciendo algo duro, nada blando
Como jodiendo, molestando
Y soy la polla haciéndolo no estoy flipando
Así es como ando
A veces estoy peleando con mi papá por el mando de televisor
Esta viéndome los ojos de fumado desde que estaba entrando
A veces estoy peleando con cabrones como tu en la calle ¡cabrón!
A veces dando, a veces pillando
Por las noches merodeando
Y descubrirás dónde esta el sabor
Dame un poco mas de esto por favor
Cuando vengamos yo y mi gente, los culpables, los diablos
Y estéis ahí bien ciegos escuchándonos
Y a través de todo esto me expreso
Pienso un poco por cada verso
Podría ser un yonky con aspecto de cadáver, ¡no!
Soy Mucho Muchacho hago rap en estéreo
No estoy pasando el mono,
Estoy haciendo el mono con el micrófono, simple ¿No?
Y funciona mi empresa
En la nevera hay cerveza y entre mi gente no falta ninguna pieza
Aquí empieza, 7 Notas 7 Colores ¡Cabrones!
Y como Supernafamacho si no sabes correr reza

E... E...¡Es simple! Hecho
¡Es simple!... Hecho
¡Es Simple!... Hecho
Pa' lo que sea
Hecho...¡Es simple!

Ey tío, ¿tienes problemas?
Mm, vaya,¡Que le jodan!, Dios te ama
Aunque tus movidas salgan como una mierda
Aunque sea lunes por la mañana
Aunque la mujer más preciosa del mundo no te halla despertado con el desayuno
Y luego te haya comido la polla
Y tú tengas que salir por ahí a comer pollas
Con tus bambas viejas y esas orejas
Siempre las has tenido demasiada grandes
Quieres los verdes ¿No?
Están en tu cabeza
Tienen que caer pero no lo entiendes
Vendrán, tarde o temprano vendrán
Porque yo tengo un plan
No sé si las demás personas que suben en este vagón lo tienen
Pero no me importa, y tampoco me importa donde van
Yo solo hago rimas
Todos tenemos que subir nuestras cimas
Todos tenemos que llorar nuestras penas
Yo seguiré con mis lemas
Cabrones con más, Hip-Hop y no parar
Mi micrófono en llamas
Tu guarda lo que amas
Y conmigo no jodas

E... E...¡Es simple! Hecho
¡Es simple!... Hecho
¡Es Simple!... Hecho
¡Es Simple!... Hecho

Sí, eso es lo que estaba haciendo
Cabrones con más, aquí representando
En el micrófono, te traigo el pedo en español
Mucho Muchacho entró en acción

Sí, sí, es simple, simplemente Mucho Muchacho en el M.I.C
Sabe lo que dice, así que ponte en guardia
Yo represento Barcelona, Dive Divosso con su gente de San Andrés
CPV, Elements, La Madre, sí
La madre que nos parió y no hay mas perro que ladre
Cosas nuestras, ey, ey, si no tienes ojos qué vas a ver hijo de puta
Y aquí Yizecoconute Loco representando a mi gente de Twisse desde Paris
Shh nene, esto tira así que espera, porque yo me voy ya, así que píllalo
Porque el hecho es simple, sí, sí, el hecho es simple

Paaaanoooojaaa!!!",True,9,4,2000
Los Tigres Del Norte,La Reina Del Sur,2002,El Fin Del Mundo,"Félix gallardo cayo halla por Guadalajara
Rafa caro en costa rica
Y don neto allá en Vallarta
Por eso muchos platican
Que acabaron con la mafia

Mientras que el gringo exporte
Amoniaco y acetona
Seguirán laboratorios
Procesando halla en Colombia
En Perú y otros países
Que también tienen su historia

Una ola policiaca
De la unión americana
Vino invadir mi país
Y a la leyes mexicanas
Se me figuran los tiempos
Cuando se vendió Santana

La muerte del cardenal
Se ha encerrado en un misterio
Unos han culpado al chapo
Otros dicen que fue el güero
Con su muerte, se llevo
El secreto al cementerio

Murió amado carrillo
Y ninguno lo esperaba
Que muriera de esa forma
Es vez que lo operaban
Quería burlar a la ley
Con un cambio de la cara

La prensa ya lo anuncio
Pues lo tienen comprobado
De los Arellano Félix
Se termina su reinado
Benjamín esta en la cárcel
Y a su hermano no mataron

Que la mafia acabara
De eso yo estoy muy seguro
Pero no por que el gobierno
Se les haya puesto duro
Seguro que acabara
Cuando llegue el fin del mundo",True,5,4,2000
Los Tigres Del Norte,22,2002,El Cura,"Yo tuve un gran compañero
que se dedicaba al polvo
el era de zacatecas
donde se matan con todo
traia su cuerno de chivo
lo disparaba a lo tonto.

a todos buscaba bronca
cuando ya andaba tomado
si yo ya soy del negocio
soy primo de Beto y Caro
se le soltaba la lengua
por eso me lo encargarón.

me dieron la comisión
que yo mismo lo matara
un dia lo lleve al panteón
y le hice una tumba falsa
lo mande al extranjero
y le dije que no regresara.

como al año regreso
del bello pais de italia
de cura se disfrazo
en la ciudad de tijuana
en el dia daba misa
y en la noche se alocaba.

fui a la iglesia a confesarme
de todo lo que yo hago
a mi me encargan matarlos
y cumplo con mi trabajo
y reconoci esa voz
pues aquel cura era falso.

me va a disculpar mi amigo
y quitese la sotana
lo que yo hice por usted
no es para que se burlara
la virgen pa'mi es bendita
y la iglesia es sagrada.

saque mi pistola escuadra
sin tenerle compasión
y me lo lleve arrastrando
otra vez hasta el panteón
nomas le pegue 6 tiros
y en su tumba se quedo.",True,0,4,2000
Los Tigres Del Norte,22,2002,La Liebre,"Unos corretean la liebre
y otros sin correr la alcanzan
unos gastan el dinero
y otros son los k trabajan
a donde va a dar el pueblo
si tiene un monton de ratas.

el dolar a diario sube
nadie lo puede frenar
porque a muchos les conviene
nuestro peso devaluar
y el dinero k ellos gastan
el pueblo lo va a pagar.

mi patria es pais hermoso
pero es un nido de truhanes
k se van pasando el hueso
entre amigos y compadres
se pasan comiendo al pueblo
no se les acaba el hambre.

al subir la gasolina
todo lo suben de precio
la mentada deuda externa
les sirve como pretexto
prometen k pagaran
para subir los impuestos.

el gobierno no te ayuda
y menos si estas abajo
pero si cambia tu suerte
y miran k estas triunfando
te viene a quitar hacienda
el fruto de tu trabajo.

cada sexenio k llega
nos cobran por estrenarlo
porque el k se va se lleva
millones k no ha ganado
muy poco les interesa
dejar al pueblo endrogado.",True,0,4,2000
"""El Piporro""",Coleccion De Oro,2002,Volaron Los Pavos Reales,"(Se murió Lucio Vázquez,
Se murió por hombre, quien le manda haber sido tan hombre)

Volaron los pavos reales, rumbo a la sierra mojada
Mataron a Lucio Vázquez, por las mujeres que amaba

A las 11 de la noche, que Lucio estaba cenando,
Llegaron unos amigos, para invitarlo a un fandango

Su mama se lo decía, que a ese fandango no fuera
Los consejos de una madre, no se han de oír como quiera

(No vayas hijo de mi alma, me lo dice un palpitar
3 hermanos ofendidos, no te pueden perdonar
No tenga miedo ama, soy hombre, soy hombre)

Montaron en sus caballos, rumbo a la sierra mojada
Cuando llegaron al baile, sus rivales lo esperaban

Entraron a la cantina, comenzaron a tomar,
Uno le invita una copa, y otro le clava un puñal

Le dieron, 3 puñaladas, de la espalda al corazón
Como su madre le dijo, cuídate de una traición

(Nomás cayo tendido Lucio, los vio a todos, y se rió
Les dijo, lo único que siento cuñado,
Pos es que ustedes van a tener que mantener a mis hijos
Quien les manda haberme matado, ciérrenme los ojos
Déjenme caer el parpado, no quiero morir feo, raza)

Después que ya lo mataron, le echaron tierra en la boca,
No es igual a ver morir, como cuando a uno le toca

Volaron los pavos reales, rumbo a la sierra mojada
Mataron a Lucio Vázquez, por las mujeres que amaba
Se murió",True,5,4,2000
Los Tetas,Tomala!,2002,Funky Fiesta,"Hey Tea Time, que viene de la tumba
muéstrale a la gente la ley de la jungla,
estoy sentado en el mismo lugar,
a los de allá no los quiero ni mirar,
con sus ojos malos, los que quieran le miento,
con esas cosas, retrocedo en el tiempo,
tengo que hacer algo no lo puedo evitar,
mejor me paro, voy a caminar,
camino de las rocas que tu tropiezas,
me rio de la nada que hay en tu cabeza,
esa mente tan dura que no tiene nada,
ya no puedo hablar, te tengo que cortar,
la gente pasa sobre mi, no lo quiero decir, pero es verdad,
tienes una puta sociedad de perras a la mierda, rechazan la verdad,
si te picas a veces te quieren ayudar, tengo la llave, que abre la puerta de la calle,
digo que voy a caminar, música voy a tocar,
ten cuidado, C-Funk está armado, con la guitarra en la mano.

Y si no está bien aquí estoy,
como adrenalina prende tu corazón,
la magnitud de actitud, sin similitud,
tu y yoa play the funky.

I like the party, fiesta!, me gusta la fiesta, party!,
I like the party, fiesta!, me gusta la fiesta, party!.

Que es lo que hoy no eres para mi,
es lo que yo no puedo para ti, fiesta, party, fiesta, party",True,9,4,2000
